CONTROL,JAMMORT,JHELOCADD,JHELOCBAL,JHELOCLIM,JINTRATE,JLOANTYPE,JMISCPMT,JMORTADDTN,JMORTCLASS,JMORTLINE,JMORTTYPE,JPMTAMT,JPMTFREQ,JPMTONLY,JREFI,JREFICSH,JREFICSHAMT,JTAXPMT,AMMORT,REFI,MORTCLASS,MORTTYPE,TAXPMT,PMTONLY,MORTLINE,REFICSHAMT,MORTADDTN,HELOCLIM,REFICSH,HELOCBAL,HELOCADD,PMTFREQ,LOANTYPE,MISCPMT,PMTAMT,INTRATE
'11008533','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',194512,'2','1','1','1',455,1,-6,-6,-6,'-6','-6','-6','1','1','1',1176,3.451
'11008535','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',211824,'2','1','1','1',1288,1,-6,-6,-6,'-6','-6','-6','1','1','1',1686,3.484
'11008551','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',45129,'1','1','1','1',260,1,89239,-9,-6,'1','-6','-6','1','1','1',2736,4.547
'11008551','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,2,-6,-6,16223,'-6','1','1','-6','3','2',112,6.117
'11008553','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',35319,'1','1','1','1',143,1,-6,-6,-6,'2','-6','-6','1','1','1',704,4.27
'11008558','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',136816,'1','1','1','1',569,1,-6,-6,-6,'2','-6','-6','1','1','1',1073,3.065
'11008568','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',178245,'1','1','1','1',1164,1,31621,71,-6,'1','-6','-6','1','1','1',2746,5.17
'11008581','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',269562,'2','1','2','2',-6,1,-6,-6,-6,'-6','-6','-6','1','1','2',1807,4.545
'11008587','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',258265,'1','1','1','1',1106,1,-6,-6,-6,'2','-6','-6','1','1','1',25446,2.655
'11008593','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',387337,'2','1','1','1',2079,1,-6,-6,-6,'-6','-6','-6','1','1','1',3043,6.256
'11008594','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',187464,'2','1','1','1',891,1,-6,-6,-6,'-6','-6','-6','1','1','1',856,3.432
'11008604','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',185304,'1','1','2','1',909,1,-6,-6,-6,'2','-6','-6','1','1','1',1026,4.356
'11008618','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',103506,'1','1','1','1',520,1,-6,-6,-6,'2','-6','-6','1','1','2',589,5.478
'11008646','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',92386,'1','1','1','1',638,1,23567,100,-6,'1','-6','-6','1','1','1',902,3.494
'11008647','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',313934,'2','1','1','1',1600,1,-6,-6,-6,'-6','-6','-6','1','1','1',2869,4.717
'11008665','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',62017,'1','1','1','1',619,1,-6,-6,-6,'2','-6','-6','1','1','1',944,1.019
'11008678','2','0','0','0','2','0','0','0','1','2','1','1','0','3','0','0','0','0',329662,'-9','1','1','-9',2006,1,-6,-6,-6,'-6','-6','-6','-9','1','2',2070,6.674
'11008681','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',147233,'2','1','1','1',623,1,-6,-6,-6,'-6','-6','-6','1','1','1',1261,4.578
'11008685','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',94881,'2','1','1','2',446,1,-6,-6,-6,'-6','-6','-6','1','1','2',416,3.677
'11008691','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',209026,'1','1','1','1',1383,1,-6,-6,-6,'2','-6','-6','1','1','1',1573,2.527
'11008699','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',181172,'1','1','1','1',1316,1,-6,-6,-6,'2','-6','-6','1','1','1',1607,3.746
'11008702','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,1,-6,-6,121069,'-6','2','1','-6','3','2',-6,4.882
'11008708','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',243163,'-9','1','1','-9',1287,1,-6,-6,-6,'-6','-6','-6','-9','1','2',1153,4.544
'11008712','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,1,-6,-6,-9,'-6','1','1','-6','3','2',-9,4.048
'11008713','2','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',205275,'1','1','1','1',1290,1,-9,0,-6,'1','-6','-6','1','1','1',796,6.331
'11008717','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','1',152448,'2','1','1','1',688,1,-6,-6,-6,'-6','-6','-6','1','1','1',1197,3.477
'11008717','0','0','0','0','2','0','1','0','0','0','0','1','0','2','0','0','0','1',38051,'2','1','2','2',241,2,-6,-6,-6,'-6','-6','-6','1','2','2',228,3.525
'11008719','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',195870,'1','1','1','2',1507,1,37564,11,-6,'1','-6','-6','1','1','2',1363,2.509
'11008725','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',334249,'2','1','1','1',2152,1,-6,-6,-6,'-6','-6','-6','1','1','1',3071,4.028
'11008734','2','0','0','0','0','0','0','0','0','0','0','1','0','2','0','0','0','0',319703,'2','1','1','1',1979,1,-6,-6,-6,'-6','-6','-6','1','1','1',2442,2.174
'11008764','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',243375,'1','1','1','1',1461,1,47200,4,-6,'1','-6','-6','1','1','1',1201,4.211
'11008774','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',98965,'2','1','1','1',384,1,-6,-6,-6,'-6','-6','-6','1','1','1',574,2.512
'11008775','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',101080,'2','1','1','2',-6,1,-6,-6,-6,'-6','-6','-6','1','1','2',1003,4.354
'11008776','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',110855,'2','1','1','1',733,1,-6,-6,-6,'-6','-6','-6','1','1','1',903,7.261
'11008777','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',176570,'2','1','1','1',785,1,-6,-6,-6,'-6','-6','-6','1','1','1',1376,3.506
'11008778','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',92404,'1','1','1','1',424,1,-6,-6,-6,'2','-6','-6','1','1','1',1289,3.09
'11008780','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',373419,'2','1','1','1',1534,1,-6,-6,-6,'-6','-6','-6','1','1','1',3363,2.868
'11008782','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',197881,'2','1','1','1',856,1,-6,-6,-6,'-6','-6','-6','1','1','1',1857,3.211
'11008783','0','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',446872,'2','1','1','1',3724,1,-6,-6,-6,'-6','-6','-6','1','1','1',2569,9.742
'11008786','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',311011,'2','1','1','1',1343,1,-6,-6,-6,'-6','-6','-6','1','1','1',2093,2.82
'11008789','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0',251962,'1','1','1','1',1190,1,49993,100,-6,'1','-6','-6','1','1','1',3652,3.407
'11008794','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',281295,'2','1','1','1',1679,1,-6,-6,-6,'-6','-6','-6','1','1','1',1995,4.156
'11008795','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',346322,'1','1','1','1',1100,1,-9,0,-6,'1','-6','-6','1','1','1',3406,4.614
'11008796','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',206351,'1','1','1','1',1019,1,-6,-6,-6,'2','-6','-6','1','1','1',1617,3.348
'11008797','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',216257,'1','1','1','2',905,1,-6,-6,-6,'2','-6','-6','1','1','2',811,3.87
'11008797','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,2,-6,-6,34647,'-6','2','2','-6','3','2',-6,3.229
'11008812','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',101878,'2','1','1','1',782,1,-6,-6,-6,'-6','-6','-6','1','1','1',1234,8.886
'11008814','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',85468,'-6','2','1','1',1062,1,-6,-6,-6,'-6','-6','-6','1','1','2',1121,5.24
'11008817','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',571855,'1','1','1','1',2229,1,-6,-6,-6,'2','-6','-6','1','1','1',2939,2.18
'11008820','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',139433,'2','1','1','1',665,1,-6,-6,-6,'-6','-6','-6','1','1','2',1091,4.393
'11008825','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0',184095,'1','1','1','1',1709,1,-6,-6,-6,'2','-6','-6','1','1','1',2421,4.427
'11008827','0','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',105436,'1','1','1','2',430,1,-6,-6,-6,'2','-6','-6','1','1','2',539,4.681
'11008829','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',181828,'1','1','1','2',1023,1,-6,-6,-6,'2','-6','-6','1','1','2',831,2.543
'11008829','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,2,-6,-6,155190,'-6','1','1','-6','3','2',655,7.869
'11008835','2','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',44831,'1','1','1','2',179,1,-6,-6,-6,'2','-6','-6','1','1','2',541,3.735
'11008840','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',268438,'2','1','1','-9',1068,1,-6,-6,-6,'-6','-6','-6','1','1','1',1092,2.288
'11008845','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',307483,'2','1','1','1',1315,1,-6,-6,-6,'-6','-6','-6','1','1','1',2567,3.477
'11008845','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,2,-6,-6,35652,'-6','1','1','-6','3','2',352,3.602
'11008849','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',266282,'2','1','2','1',1164,1,-6,-6,-6,'-6','-6','-6','1','1','1',1837,3.302
'11008851','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',61659,'2','1','1','1',322,1,-6,-6,-6,'-6','-6','-6','1','1','1',470,4.032
'11008852','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',202421,'2','1','1','1',821,1,-6,-6,-6,'-6','-6','-6','1','1','1',1183,3.601
'11008853','0','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',138619,'-9','1','1','1',759,1,-6,-6,-6,'-6','-6','-6','1','1','1',1658,5.073
'11008859','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',96563,'2','1','1','1',455,1,-6,-6,-6,'-6','-6','-6','1','1','1',1078,4.116
'11008865','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',419637,'2','1','1','1',2266,1,-6,-6,-6,'-6','-6','-6','1','1','1',1653,4.586
'11008867','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',234831,'1','1','1','1',1183,1,42299,37,-6,'1','-6','-6','1','1','1',2133,5.36
'11008867','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,2,-6,-6,102975,'-6','1','2','-6','3','2',692,4.008
'11008876','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',188027,'2','1','1','1',970,1,-6,-6,-6,'-6','-6','-6','1','1','1',1909,2.567
'11008884','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',93167,'1','1','1','1',554,1,-6,-6,-6,'2','-6','-6','1','1','1',1191,3.397
